iter	MAE
0	0.007969032981
1	0.007961717143
2	0.007953248096
3	0.007944267793
4	0.007931498413
5	0.007922923213
6	0.007912244614
7	0.00790331664
8	0.007896143068
9	0.007887429318
10	0.007875411375
11	0.007868661687
12	0.007859212727
13	0.007855375122
14	0.007849654188
15	0.007843296296
16	0.007833919842
17	0.007828502024
18	0.007824231392
19	0.007813637727
20	0.007807472056
21	0.007801040326
22	0.007794988205
23	0.007785610185
24	0.007778983455
25	0.007771064072
26	0.00776292779
27	0.007757584475
28	0.007754066466
29	0.007747672958
30	0.007743427079
31	0.007733158576
32	0.007728671484
33	0.007724596365
34	0.00771945839
35	0.007714704361
36	0.007711028086
37	0.007704714719
38	0.007699622128
39	0.00769223803
40	0.007677684872
41	0.00767282522
42	0.007668441517
43	0.0076625982
44	0.007655860766
45	0.007648334858
46	0.007643989043
47	0.007635757511
48	0.00762520621
49	0.007618901277
50	0.007610867314
51	0.007606477923
52	0.007600560609
53	0.007589819913
54	0.007584103832
55	0.007578636159
56	0.007572356727
57	0.007569767294
58	0.007563695861
59	0.007555674305
60	0.007549312835
61	0.007542860615
62	0.007536826301
63	0.00753323268
64	0.007526268538
65	0.007519598807
66	0.007511880525
67	0.007503391408
68	0.007499756706
69	0.007490777187
70	0.007483594112
71	0.007479035947
72	0.007469087798
73	0.007462418905
74	0.007457857108
75	0.007454610445
76	0.007450838055
77	0.007444276475
78	0.007437030438
79	0.007425865536
80	0.007421775203
81	0.007418090199
82	0.007413912758
83	0.00740714984
84	0.007399479144
85	0.007393540017
86	0.007390920189
87	0.0073850176
88	0.007371099025
89	0.007366857831
90	0.007359044386
91	0.007355181085
92	0.007352427922
93	0.007350453909
94	0.007345579371
95	0.007338960784
96	0.007332079153
97	0.007326917982
98	0.007321531478
99	0.007316241118
100	0.007313970565
101	0.00730898289
102	0.0073008938
103	0.007297408399
104	0.007292972991
105	0.007290607008
106	0.007287873446
107	0.007284246398
108	0.00727736936
109	0.007274017928
110	0.007271362825
111	0.007266886799
112	0.007259677991
113	0.007253815302
114	0.007249741111
115	0.007244810754
116	0.007238466493
117	0.007235604155
118	0.007228660166
119	0.007225572437
120	0.007223422994
121	0.00721562757
122	0.007210021964
123	0.007207256518
124	0.007202198446
125	0.007197452182
126	0.007191238018
127	0.007189226954
128	0.007185814871
129	0.007180100061
130	0.007172473439
131	0.007167540423
132	0.007159990311
133	0.00715738376
134	0.007151008538
135	0.007148283564
136	0.007144692347
137	0.007141419005
138	0.007136996692
139	0.007129786987
140	0.007125967679
141	0.007122440758
142	0.007119173461
143	0.007116510061
144	0.007114225363
145	0.007111871798
146	0.007105751685
147	0.007103130261
148	0.007099233808
149	0.007095561317
150	0.007093149294
151	0.007087477436
152	0.007084221401
153	0.007079541084
154	0.007076269588
155	0.007072854131
156	0.007070820378
157	0.007066574074
158	0.007062603925
159	0.007055955349
160	0.007052045137
161	0.00704813151
162	0.007042689442
163	0.007037641085
164	0.007034393184
165	0.007030030878
166	0.007022665271
167	0.007015674685
168	0.007012189677
169	0.007007807142
170	0.00700041966
171	0.006994804487
172	0.006990242313
173	0.006985292541
174	0.006977281051
175	0.006972070576
176	0.006968981445
177	0.006963914305
178	0.006959995603
179	0.006955595529
180	0.006952423593
181	0.006947404909
182	0.006940275624
183	0.006934979306
184	0.006931303441
185	0.00692490438
186	0.006916484401
187	0.006910630832
188	0.006907957761
189	0.006902838224
190	0.006892690776
191	0.006887723477
192	0.006883708971
193	0.00687540588
194	0.006872139454
195	0.006866012027
196	0.006861409462
197	0.006852859098
198	0.006843734746
199	0.006839140961
200	0.006832971633
201	0.00682770885
202	0.006822845591
203	0.006815855341
204	0.006811088777
205	0.006805175122
206	0.006800813176
207	0.006794175328
208	0.006790784083
209	0.006780599117
210	0.006773752347
211	0.006769276539
212	0.006762411561
213	0.006755788258
214	0.006752475948
215	0.00674803994
216	0.006741829798
217	0.006738434967
218	0.006733530981
219	0.006728069374
220	0.006725431056
221	0.00672076452
222	0.006716916761
223	0.006709732908
224	0.006706046681
225	0.006703173934
226	0.00669821602
227	0.006693008559
228	0.006689916019
229	0.006684514979
230	0.006676281614
231	0.006668137898
232	0.006657431776
233	0.006644830213
234	0.006639221552
235	0.006636860962
236	0.006632958692
237	0.006626853423
238	0.006619819924
239	0.006612795654
240	0.006608421884
241	0.006602117221
242	0.006598496029
243	0.006591321055
244	0.006589165845
245	0.006583461442
246	0.00657719335
247	0.006570995705
248	0.006565630787
249	0.006562509122
250	0.00655153312
251	0.006547208672
252	0.006543183142
253	0.006539187827
254	0.00653516394
255	0.006531218154
256	0.006524728429
257	0.006520889665
258	0.006514346657
259	0.006507013368
260	0.006502977049
261	0.006495877662
262	0.006490593755
263	0.006480444513
264	0.006475008745
265	0.006471568901
266	0.006465994196
267	0.006462738541
268	0.006458848013
269	0.006456581236
270	0.006452926686
271	0.006448211807
272	0.00643764807
273	0.00643108468
274	0.006427303791
275	0.006424336337
276	0.00642071899
277	0.006418029842
278	0.006410680112
279	0.006408730515
280	0.006404838184
281	0.006399507104
282	0.0063940568
283	0.006389448786
284	0.00638505387
285	0.006382067691
286	0.00637890612
287	0.006373331376
288	0.006367798829
289	0.006365684227
290	0.006359723489
291	0.006355097363
292	0.006352287324
293	0.006347063014
294	0.006343422756
295	0.00634007865
296	0.00633577109
297	0.006332093902
298	0.006322331968
299	0.006316996841
